Model,MSO4102B-L
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,1
Horizontal Delay,0
Sample Interval,0.0001
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Vertical Position,-3.02
,
,
,
Label,
TIME,CH1
2.927300e+00,0.0788
2.927400e+00,0.0796
2.927500e+00,0.0796
2.927600e+00,0.0796
2.927700e+00,0.0796
2.927800e+00,0.0804
2.927900e+00,0.0812
2.928000e+00,0.0828
2.928100e+00,0.0812
2.928200e+00,0.082
2.928300e+00,0.0836
2.928400e+00,0.0836
2.928500e+00,0.0844
2.928600e+00,0.082
2.928700e+00,0.0836
2.928800e+00,0.0836
2.928900e+00,0.0852
2.929000e+00,0.0844
2.929100e+00,0.0844
2.929200e+00,0.0852
2.929300e+00,0.0852
2.929400e+00,0.0852
2.929500e+00,0.0868
2.929600e+00,0.0868
2.929700e+00,0.0876
2.929800e+00,0.0876
2.929900e+00,0.0868
2.930000e+00,0.0868
2.930100e+00,0.0892
2.930200e+00,0.0908
2.930300e+00,0.0908
2.930400e+00,0.0908
2.930500e+00,0.0908
2.930600e+00,0.0916
2.930700e+00,0.0916
2.930800e+00,0.0932
2.930900e+00,0.0932
2.931000e+00,0.0948
2.931100e+00,0.0956
2.931200e+00,0.0956
2.931300e+00,0.0956
2.931400e+00,0.0964
2.931500e+00,0.0972
2.931600e+00,0.0964
2.931700e+00,0.0988
2.931800e+00,0.0988
2.931900e+00,0.0996
2.932000e+00,0.0996
2.932100e+00,0.0988
2.932200e+00,0.1012
2.932300e+00,0.1012
2.932400e+00,0.102
2.932500e+00,0.102
2.932600e+00,0.1028
2.932700e+00,0.1004
2.932800e+00,0.1036
2.932900e+00,0.1052
2.933000e+00,0.1052
2.933100e+00,0.1036
2.933200e+00,0.1068
2.933300e+00,0.1052
2.933400e+00,0.1052
2.933500e+00,0.1076
2.933600e+00,0.1076
2.933700e+00,0.106
2.933800e+00,0.1068
2.933900e+00,0.1052
2.934000e+00,0.1076
2.934100e+00,0.1084
2.934200e+00,0.1068
2.934300e+00,0.1076
2.934400e+00,0.1076
2.934500e+00,0.1084
2.934600e+00,0.11
2.934700e+00,0.1092
2.934800e+00,0.11
2.934900e+00,0.1076
2.935000e+00,0.1084
2.935100e+00,0.11
2.935200e+00,0.1084
2.935300e+00,0.1084
2.935400e+00,0.1092
2.935500e+00,0.11
2.935600e+00,0.1084
2.935700e+00,0.1092
2.935800e+00,0.1092
2.935900e+00,0.1084
2.936000e+00,0.1084
2.936100e+00,0.1076
2.936200e+00,0.1084
2.936300e+00,0.1076
2.936400e+00,0.106
2.936500e+00,0.1052
2.936600e+00,0.106
2.936700e+00,0.106
2.936800e+00,0.106
2.936900e+00,0.1044
2.937000e+00,0.1044
2.937100e+00,0.1044
2.937200e+00,0.1052
2.937300e+00,0.1052
2.937400e+00,0.1036
2.937500e+00,0.102
2.937600e+00,0.102
2.937700e+00,0.1004
2.937800e+00,0.1012
2.937900e+00,0.1012
2.938000e+00,0.0988
2.938100e+00,0.0996
2.938200e+00,0.098
2.938300e+00,0.0988
2.938400e+00,0.098
2.938500e+00,0.0972
2.938600e+00,0.0988
2.938700e+00,0.0988
2.938800e+00,0.0964
2.938900e+00,0.0972
2.939000e+00,0.0956
2.939100e+00,0.0948
2.939200e+00,0.0956
2.939300e+00,0.094
2.939400e+00,0.094
2.939500e+00,0.094
2.939600e+00,0.0932
2.939700e+00,0.0964
2.939800e+00,0.0924
2.939900e+00,0.0916
2.940000e+00,0.0924
2.940100e+00,0.0916
2.940200e+00,0.0892
2.940300e+00,0.09
2.940400e+00,0.09
2.940500e+00,0.0892
2.940600e+00,0.0892
2.940700e+00,0.0892
2.940800e+00,0.0884
2.940900e+00,0.0884
2.941000e+00,0.0892
2.941100e+00,0.09
2.941200e+00,0.0908
2.941300e+00,0.0884
2.941400e+00,0.086
2.941500e+00,0.0868
2.941600e+00,0.0884
2.941700e+00,0.0884
2.941800e+00,0.0884
2.941900e+00,0.0868
2.942000e+00,0.0876
2.942100e+00,0.086
2.942200e+00,0.086
2.942300e+00,0.086
2.942400e+00,0.0868
2.942500e+00,0.086
2.942600e+00,0.0868
2.942700e+00,0.086
2.942800e+00,0.086
2.942900e+00,0.086
2.943000e+00,0.0868
2.943100e+00,0.0876
2.943200e+00,0.0868
2.943300e+00,0.0868
2.943400e+00,0.086
2.943500e+00,0.0892
2.943600e+00,0.0884
2.943700e+00,0.0876
2.943800e+00,0.0876
2.943900e+00,0.086
2.944000e+00,0.086
2.944100e+00,0.0892
2.944200e+00,0.0884
2.944300e+00,0.0876
2.944400e+00,0.0892
2.944500e+00,0.0908
2.944600e+00,0.0876
2.944700e+00,0.0908
2.944800e+00,0.0876
2.944900e+00,0.0884
2.945000e+00,0.0908
2.945100e+00,0.0892
2.945200e+00,0.0916
2.945300e+00,0.0908
2.945400e+00,0.0924
2.945500e+00,0.0924
2.945600e+00,0.0924
2.945700e+00,0.0908
2.945800e+00,0.0916
2.945900e+00,0.0916
2.946000e+00,0.0924
2.946100e+00,0.0924
2.946200e+00,0.0916
2.946300e+00,0.0924
2.946400e+00,0.0948
2.946500e+00,0.0932
2.946600e+00,0.0924
2.946700e+00,0.0932
2.946800e+00,0.094
2.946900e+00,0.0948
2.947000e+00,0.0956
2.947100e+00,0.0964
2.947200e+00,0.0972
2.947300e+00,0.0972
2.947400e+00,0.098
2.947500e+00,0.0964
2.947600e+00,0.098
2.947700e+00,0.0996
2.947800e+00,0.0988
2.947900e+00,0.0996
2.948000e+00,0.1004
2.948100e+00,0.1012
2.948200e+00,0.1012
2.948300e+00,0.1004
2.948400e+00,0.0996
2.948500e+00,0.1012
2.948600e+00,0.1028
2.948700e+00,0.1012
2.948800e+00,0.102
2.948900e+00,0.102
2.949000e+00,0.1012
2.949100e+00,0.1012
2.949200e+00,0.102
2.949300e+00,0.1012
2.949400e+00,0.102
2.949500e+00,0.1004
2.949600e+00,0.0996
2.949700e+00,0.1004
2.949800e+00,0.0996
2.949900e+00,0.0988
2.950000e+00,0.0988
2.950100e+00,0.0988
2.950200e+00,0.098
2.950300e+00,0.0988
2.950400e+00,0.0964
2.950500e+00,0.0956
2.950600e+00,0.0964
2.950700e+00,0.0964
2.950800e+00,0.0964
2.950900e+00,0.0972
2.951000e+00,0.098
2.951100e+00,0.0988
2.951200e+00,0.0988
2.951300e+00,0.0988
2.951400e+00,0.0996
2.951500e+00,0.0996
2.951600e+00,0.0996
2.951700e+00,0.1012
2.951800e+00,0.1004
2.951900e+00,0.102
2.952000e+00,0.102
2.952100e+00,0.1036
2.952200e+00,0.1028
2.952300e+00,0.102
2.952400e+00,0.1036
2.952500e+00,0.1044
2.952600e+00,0.1036
2.952700e+00,0.1052
2.952800e+00,0.1044
2.952900e+00,0.1052
2.953000e+00,0.1044
2.953100e+00,0.1028
2.953200e+00,0.1036
2.953300e+00,0.1036
2.953400e+00,0.1028
2.953500e+00,0.1028
2.953600e+00,0.1012
2.953700e+00,0.1012
2.953800e+00,0.1004
2.953900e+00,0.1004
2.954000e+00,0.0996
2.954100e+00,0.0996
2.954200e+00,0.0988
2.954300e+00,0.0996
2.954400e+00,0.0996
2.954500e+00,0.0972
2.954600e+00,0.0972
2.954700e+00,0.0964
2.954800e+00,0.0956
2.954900e+00,0.0956
2.955000e+00,0.0948
2.955100e+00,0.0956
2.955200e+00,0.0956
2.955300e+00,0.0956
2.955400e+00,0.094
2.955500e+00,0.0948
2.955600e+00,0.0924
2.955700e+00,0.09
2.955800e+00,0.0916
2.955900e+00,0.09
2.956000e+00,0.0892
2.956100e+00,0.0884
2.956200e+00,0.0884
2.956300e+00,0.0876
2.956400e+00,0.0868
2.956500e+00,0.0852
2.956600e+00,0.0852
2.956700e+00,0.0828
2.956800e+00,0.0836
2.956900e+00,0.0844
2.957000e+00,0.0828
2.957100e+00,0.0836
2.957200e+00,0.0844
2.957300e+00,0.0836
2.957400e+00,0.082
2.957500e+00,0.082
2.957600e+00,0.0836
2.957700e+00,0.0844
2.957800e+00,0.0828
2.957900e+00,0.0852
2.958000e+00,0.0836
2.958100e+00,0.0836
2.958200e+00,0.0828
2.958300e+00,0.0836
2.958400e+00,0.0828
2.958500e+00,0.0836
2.958600e+00,0.0844
2.958700e+00,0.0836
2.958800e+00,0.0836
2.958900e+00,0.0844
2.959000e+00,0.0836
2.959100e+00,0.0836
2.959200e+00,0.0836
2.959300e+00,0.0844
2.959400e+00,0.0844
2.959500e+00,0.0844
2.959600e+00,0.0844
2.959700e+00,0.0844
2.959800e+00,0.0844
2.959900e+00,0.0852
2.960000e+00,0.0836
2.960100e+00,0.0836
2.960200e+00,0.0828
2.960300e+00,0.0836
2.960400e+00,0.0828
2.960500e+00,0.082
2.960600e+00,0.082
2.960700e+00,0.0828
2.960800e+00,0.082
2.960900e+00,0.0812
2.961000e+00,0.0828
2.961100e+00,0.082
2.961200e+00,0.0804
2.961300e+00,0.0804
2.961400e+00,0.0804
2.961500e+00,0.0796
2.961600e+00,0.0796
2.961700e+00,0.0804
2.961800e+00,0.0812
2.961900e+00,0.0812
2.962000e+00,0.082
2.962100e+00,0.0812
2.962200e+00,0.0828
2.962300e+00,0.0828
2.962400e+00,0.0836
2.962500e+00,0.0828
2.962600e+00,0.0844
2.962700e+00,0.0828
2.962800e+00,0.0844
2.962900e+00,0.0844
2.963000e+00,0.0844
2.963100e+00,0.0844
2.963200e+00,0.0828
2.963300e+00,0.0844
2.963400e+00,0.0828
2.963500e+00,0.082
2.963600e+00,0.0828
2.963700e+00,0.0828
2.963800e+00,0.0804
2.963900e+00,0.0812
2.964000e+00,0.0796
2.964100e+00,0.0796
2.964200e+00,0.0788
2.964300e+00,0.0796
2.964400e+00,0.0772
2.964500e+00,0.0764
2.964600e+00,0.0756
2.964700e+00,0.0748
2.964800e+00,0.074
2.964900e+00,0.0724
2.965000e+00,0.0716
2.965100e+00,0.0716
2.965200e+00,0.07
2.965300e+00,0.0692
2.965400e+00,0.0692
2.965500e+00,0.0668
2.965600e+00,0.0676
2.965700e+00,0.066
2.965800e+00,0.066
2.965900e+00,0.0668
2.966000e+00,0.0652
2.966100e+00,0.0652
2.966200e+00,0.0644
2.966300e+00,0.066
2.966400e+00,0.0652
2.966500e+00,0.066
2.966600e+00,0.0668
2.966700e+00,0.0676
2.966800e+00,0.0684
2.966900e+00,0.0684
2.967000e+00,0.0708
2.967100e+00,0.0724
2.967200e+00,0.0724
2.967300e+00,0.0732
2.967400e+00,0.074
2.967500e+00,0.074
2.967600e+00,0.0772
2.967700e+00,0.078
2.967800e+00,0.078
2.967900e+00,0.0804
2.968000e+00,0.0828
2.968100e+00,0.0828
2.968200e+00,0.0836
2.968300e+00,0.086
2.968400e+00,0.0852
2.968500e+00,0.0844
2.968600e+00,0.0868
2.968700e+00,0.0868
2.968800e+00,0.0868
2.968900e+00,0.0876
2.969000e+00,0.0876
2.969100e+00,0.0908
2.969200e+00,0.0892
2.969300e+00,0.0908
2.969400e+00,0.09
2.969500e+00,0.0924
2.969600e+00,0.09
2.969700e+00,0.09
2.969800e+00,0.0908
2.969900e+00,0.0924
2.970000e+00,0.0916
2.970100e+00,0.0924
2.970200e+00,0.0908
2.970300e+00,0.0924
2.970400e+00,0.0916
2.970500e+00,0.0924
2.970600e+00,0.0916
2.970700e+00,0.0916
2.970800e+00,0.0908
2.970900e+00,0.0892
2.971000e+00,0.0892
2.971100e+00,0.0892
2.971200e+00,0.09
2.971300e+00,0.0876
2.971400e+00,0.0868
2.971500e+00,0.086
2.971600e+00,0.086
2.971700e+00,0.0844
2.971800e+00,0.082
2.971900e+00,0.0828
2.972000e+00,0.0812
2.972100e+00,0.0788
2.972200e+00,0.078
2.972300e+00,0.0764
2.972400e+00,0.074
2.972500e+00,0.0716
2.972600e+00,0.0708
2.972700e+00,0.0676
2.972800e+00,0.0652
2.972900e+00,0.0644
2.973000e+00,0.0612
2.973100e+00,0.0604
2.973200e+00,0.0596
2.973300e+00,0.0596
2.973400e+00,0.0572
2.973500e+00,0.058
2.973600e+00,0.058
2.973700e+00,0.0588
2.973800e+00,0.0612
2.973900e+00,0.0612
2.974000e+00,0.0628
2.974100e+00,0.0644
2.974200e+00,0.0652
2.974300e+00,0.0676
2.974400e+00,0.0684
2.974500e+00,0.0692
2.974600e+00,0.0724
2.974700e+00,0.0716
2.974800e+00,0.0748
2.974900e+00,0.0748
2.975000e+00,0.0764
2.975100e+00,0.0756
2.975200e+00,0.0772
2.975300e+00,0.0772
2.975400e+00,0.0772
2.975500e+00,0.0788
2.975600e+00,0.078
2.975700e+00,0.078
2.975800e+00,0.0756
2.975900e+00,0.0796
2.976000e+00,0.0796
2.976100e+00,0.0772
2.976200e+00,0.0804
2.976300e+00,0.0796
2.976400e+00,0.0796
2.976500e+00,0.0804
2.976600e+00,0.0804
2.976700e+00,0.0812
2.976800e+00,0.082
2.976900e+00,0.0804
2.977000e+00,0.0812
2.977100e+00,0.0796
2.977200e+00,0.0804
2.977300e+00,0.082
2.977400e+00,0.082
2.977500e+00,0.0812
2.977600e+00,0.0812
2.977700e+00,0.0828
2.977800e+00,0.082
2.977900e+00,0.0828
2.978000e+00,0.0828
2.978100e+00,0.0828
2.978200e+00,0.082
2.978300e+00,0.0836
2.978400e+00,0.082
2.978500e+00,0.0844
2.978600e+00,0.0836
2.978700e+00,0.0828
2.978800e+00,0.082
2.978900e+00,0.0836
2.979000e+00,0.0844
2.979100e+00,0.0852
2.979200e+00,0.0844
2.979300e+00,0.0852
2.979400e+00,0.0828
2.979500e+00,0.0836
2.979600e+00,0.0844
2.979700e+00,0.0844
2.979800e+00,0.0852
2.979900e+00,0.0844
2.980000e+00,0.0844
2.980100e+00,0.0852
2.980200e+00,0.086
2.980300e+00,0.0828
2.980400e+00,0.0836
2.980500e+00,0.0852
2.980600e+00,0.0844
2.980700e+00,0.0852
2.980800e+00,0.0844
2.980900e+00,0.086
2.981000e+00,0.086
2.981100e+00,0.0844
2.981200e+00,0.0852
2.981300e+00,0.0868
2.981400e+00,0.0868
2.981500e+00,0.0852
2.981600e+00,0.0844
2.981700e+00,0.0868
2.981800e+00,0.0876
2.981900e+00,0.0852
2.982000e+00,0.0876
2.982100e+00,0.0868
2.982200e+00,0.0868
2.982300e+00,0.0876
2.982400e+00,0.0876
2.982500e+00,0.0884
2.982600e+00,0.0892
2.982700e+00,0.0884
2.982800e+00,0.0868
2.982900e+00,0.0884
2.983000e+00,0.0852
2.983100e+00,0.0852
2.983200e+00,0.0844
2.983300e+00,0.0836
2.983400e+00,0.0828
2.983500e+00,0.0804
2.983600e+00,0.078
2.983700e+00,0.0756
2.983800e+00,0.074
2.983900e+00,0.0724
2.984000e+00,0.0708
2.984100e+00,0.07
2.984200e+00,0.0716
2.984300e+00,0.0748
2.984400e+00,0.074
2.984500e+00,0.078
2.984600e+00,0.0788
2.984700e+00,0.0812
2.984800e+00,0.0828
2.984900e+00,0.0852
2.985000e+00,0.0868
2.985100e+00,0.0892
2.985200e+00,0.0924
2.985300e+00,0.0908
2.985400e+00,0.0932
2.985500e+00,0.0932
2.985600e+00,0.0948
2.985700e+00,0.0948
2.985800e+00,0.0956
2.985900e+00,0.0956
2.986000e+00,0.094
2.986100e+00,0.0964
2.986200e+00,0.0948
2.986300e+00,0.0964
2.986400e+00,0.0948
2.986500e+00,0.0956
2.986600e+00,0.0956
2.986700e+00,0.0964
2.986800e+00,0.0964
2.986900e+00,0.0964
2.987000e+00,0.0964
2.987100e+00,0.0956
2.987200e+00,0.0924
2.987300e+00,0.0932
2.987400e+00,0.094
2.987500e+00,0.0956
2.987600e+00,0.0932
2.987700e+00,0.0916
2.987800e+00,0.0916
2.987900e+00,0.0908
2.988000e+00,0.0924
2.988100e+00,0.0908
2.988200e+00,0.0892
2.988300e+00,0.09
2.988400e+00,0.0884
2.988500e+00,0.0892
2.988600e+00,0.0892
2.988700e+00,0.0868
2.988800e+00,0.0868
2.988900e+00,0.0868
2.989000e+00,0.0876
2.989100e+00,0.086
2.989200e+00,0.0844
2.989300e+00,0.0852
2.989400e+00,0.0844
2.989500e+00,0.086
2.989600e+00,0.0852
2.989700e+00,0.0828
2.989800e+00,0.0844
2.989900e+00,0.0836
2.990000e+00,0.082
2.990100e+00,0.082
2.990200e+00,0.082
2.990300e+00,0.0836
2.990400e+00,0.082
2.990500e+00,0.082
2.990600e+00,0.082
2.990700e+00,0.082
2.990800e+00,0.0804
2.990900e+00,0.0812
2.991000e+00,0.0812
2.991100e+00,0.082
2.991200e+00,0.0812
2.991300e+00,0.0804
2.991400e+00,0.0804
2.991500e+00,0.0804
2.991600e+00,0.0804
2.991700e+00,0.0804
2.991800e+00,0.0796
2.991900e+00,0.0788
2.992000e+00,0.0788
2.992100e+00,0.0804
2.992200e+00,0.0796
2.992300e+00,0.0812
2.992400e+00,0.0804
2.992500e+00,0.0804
2.992600e+00,0.082
2.992700e+00,0.0852
2.992800e+00,0.0828
2.992900e+00,0.0828
2.993000e+00,0.0828
2.993100e+00,0.0828
2.993200e+00,0.0828
2.993300e+00,0.0828
2.993400e+00,0.0836
2.993500e+00,0.0844
2.993600e+00,0.0836
2.993700e+00,0.0852
2.993800e+00,0.0844
2.993900e+00,0.0868
2.994000e+00,0.0852
2.994100e+00,0.0852
2.994200e+00,0.0852
2.994300e+00,0.0852
2.994400e+00,0.0876
2.994500e+00,0.0868
2.994600e+00,0.0868
2.994700e+00,0.0884
2.994800e+00,0.0884
2.994900e+00,0.0876
2.995000e+00,0.0892
2.995100e+00,0.0892
2.995200e+00,0.0892
2.995300e+00,0.0892
2.995400e+00,0.0908
2.995500e+00,0.0884
2.995600e+00,0.0892
2.995700e+00,0.0908
2.995800e+00,0.0868
2.995900e+00,0.0892
2.996000e+00,0.09
2.996100e+00,0.0884
2.996200e+00,0.0884
2.996300e+00,0.0884
2.996400e+00,0.0876
2.996500e+00,0.0884
2.996600e+00,0.0892
2.996700e+00,0.0892
2.996800e+00,0.0868
2.996900e+00,0.086
2.997000e+00,0.0852
2.997100e+00,0.0852
2.997200e+00,0.0844
2.997300e+00,0.0844
2.997400e+00,0.082
2.997500e+00,0.0828
2.997600e+00,0.0828
2.997700e+00,0.0804
2.997800e+00,0.0796
2.997900e+00,0.078
2.998000e+00,0.0772
2.998100e+00,0.0756
2.998200e+00,0.0764
2.998300e+00,0.0748
2.998400e+00,0.074
2.998500e+00,0.0724
2.998600e+00,0.0692
2.998700e+00,0.0684
2.998800e+00,0.0692
2.998900e+00,0.0692
2.999000e+00,0.0652
2.999100e+00,0.066
2.999200e+00,0.0644
2.999300e+00,0.0644
2.999400e+00,0.0644
2.999500e+00,0.062
2.999600e+00,0.0612
2.999700e+00,0.0604
2.999800e+00,0.0596
2.999900e+00,0.0604
3.000000e+00,0.0588
3.000100e+00,0.058
3.000200e+00,0.058
3.000300e+00,0.0572
3.000400e+00,0.0572
3.000500e+00,0.0556
3.000600e+00,0.0532
3.000700e+00,0.0532
3.000800e+00,0.0524
3.000900e+00,0.0508
3.001000e+00,0.0492
3.001100e+00,0.0492
3.001200e+00,0.0484
3.001300e+00,0.046
3.001400e+00,0.0468
3.001500e+00,0.0436
3.001600e+00,0.042
3.001700e+00,0.0412
3.001800e+00,0.038
3.001900e+00,0.0372
3.002000e+00,0.0348
3.002100e+00,0.034
3.002200e+00,0.0316
3.002300e+00,0.0308
3.002400e+00,0.0292
3.002500e+00,0.0292
3.002600e+00,0.0268
3.002700e+00,0.0244
3.002800e+00,0.0252
3.002900e+00,0.0228
3.003000e+00,0.0236
3.003100e+00,0.0228
3.003200e+00,0.0236
3.003300e+00,0.0244
3.003400e+00,0.0252
3.003500e+00,0.0268
3.003600e+00,0.0284
3.003700e+00,0.0292
3.003800e+00,0.034
3.003900e+00,0.0324
3.004000e+00,0.0356
3.004100e+00,0.0372
3.004200e+00,0.0388
3.004300e+00,0.0412
3.004400e+00,0.0428
3.004500e+00,0.0444
3.004600e+00,0.046
3.004700e+00,0.0484
3.004800e+00,0.05
3.004900e+00,0.05
3.005000e+00,0.0508
3.005100e+00,0.0524
3.005200e+00,0.0524
3.005300e+00,0.0532
3.005400e+00,0.0556
3.005500e+00,0.0548
3.005600e+00,0.0564
3.005700e+00,0.058
3.005800e+00,0.0572
3.005900e+00,0.0588
3.006000e+00,0.0596
3.006100e+00,0.0596
3.006200e+00,0.0588
3.006300e+00,0.0604
3.006400e+00,0.0612
3.006500e+00,0.0612
3.006600e+00,0.0612
3.006700e+00,0.062
3.006800e+00,0.0636
3.006900e+00,0.0636
3.007000e+00,0.0636
3.007100e+00,0.066
3.007200e+00,0.0668
3.007300e+00,0.0668
3.007400e+00,0.066
3.007500e+00,0.0692
3.007600e+00,0.0684
3.007700e+00,0.07
3.007800e+00,0.0716
3.007900e+00,0.0708
3.008000e+00,0.0724
3.008100e+00,0.074
3.008200e+00,0.074
3.008300e+00,0.0756
3.008400e+00,0.0764
3.008500e+00,0.0772
3.008600e+00,0.078
3.008700e+00,0.0796
3.008800e+00,0.0804
3.008900e+00,0.0796
3.009000e+00,0.0812
3.009100e+00,0.0804
3.009200e+00,0.082
3.009300e+00,0.0828
3.009400e+00,0.0828
3.009500e+00,0.0844
3.009600e+00,0.0836
3.009700e+00,0.0836
3.009800e+00,0.0836
3.009900e+00,0.086
3.010000e+00,0.0844
3.010100e+00,0.0844
3.010200e+00,0.0828
3.010300e+00,0.0852
3.010400e+00,0.0868
3.010500e+00,0.0844
3.010600e+00,0.0844
3.010700e+00,0.086
3.010800e+00,0.0844
3.010900e+00,0.0844
3.011000e+00,0.0852
3.011100e+00,0.0836
3.011200e+00,0.0836
3.011300e+00,0.0828
3.011400e+00,0.0828
3.011500e+00,0.0804
3.011600e+00,0.0812
3.011700e+00,0.082
3.011800e+00,0.0812
3.011900e+00,0.0804
3.012000e+00,0.082
3.012100e+00,0.0812
3.012200e+00,0.0788
3.012300e+00,0.0788
3.012400e+00,0.078
3.012500e+00,0.0788
3.012600e+00,0.0772
3.012700e+00,0.0764
3.012800e+00,0.0748
3.012900e+00,0.078
3.013000e+00,0.0756
3.013100e+00,0.0764
3.013200e+00,0.0748
3.013300e+00,0.0764
3.013400e+00,0.0764
3.013500e+00,0.0764
3.013600e+00,0.0748
3.013700e+00,0.0748
3.013800e+00,0.0756
3.013900e+00,0.0748
3.014000e+00,0.0748
3.014100e+00,0.0756
3.014200e+00,0.0748
3.014300e+00,0.0756
3.014400e+00,0.0756
3.014500e+00,0.0756
3.014600e+00,0.0756
3.014700e+00,0.0772
3.014800e+00,0.0764
3.014900e+00,0.0756
3.015000e+00,0.074
3.015100e+00,0.0764
3.015200e+00,0.0732
3.015300e+00,0.0772
3.015400e+00,0.0764
3.015500e+00,0.0756
3.015600e+00,0.078
3.015700e+00,0.0788
3.015800e+00,0.0796
3.015900e+00,0.0812
3.016000e+00,0.0796
3.016100e+00,0.0804
3.016200e+00,0.0804
3.016300e+00,0.0828
3.016400e+00,0.0828
3.016500e+00,0.0828
3.016600e+00,0.0836
3.016700e+00,0.0852
3.016800e+00,0.0852
3.016900e+00,0.0852
3.017000e+00,0.0844
3.017100e+00,0.0852
3.017200e+00,0.0876
3.017300e+00,0.0876
3.017400e+00,0.0884
3.017500e+00,0.0876
3.017600e+00,0.0892
3.017700e+00,0.0924
3.017800e+00,0.0908
3.017900e+00,0.0908
3.018000e+00,0.0916
3.018100e+00,0.0916
3.018200e+00,0.0916
3.018300e+00,0.0932
3.018400e+00,0.0932
3.018500e+00,0.0932
3.018600e+00,0.094
3.018700e+00,0.094
3.018800e+00,0.0956
3.018900e+00,0.0956
3.019000e+00,0.0956
3.019100e+00,0.0956
3.019200e+00,0.0956
3.019300e+00,0.098
3.019400e+00,0.0956
3.019500e+00,0.094
3.019600e+00,0.0956
3.019700e+00,0.0964
3.019800e+00,0.0948
3.019900e+00,0.0972
3.020000e+00,0.0964
3.020100e+00,0.0948
3.020200e+00,0.094
3.020300e+00,0.0948
3.020400e+00,0.0948
3.020500e+00,0.0948
3.020600e+00,0.094
3.020700e+00,0.0948
3.020800e+00,0.094
3.020900e+00,0.094
3.021000e+00,0.0916
3.021100e+00,0.0924
3.021200e+00,0.0908
3.021300e+00,0.0916
3.021400e+00,0.09
3.021500e+00,0.0892
3.021600e+00,0.0908
3.021700e+00,0.0892
3.021800e+00,0.0884
3.021900e+00,0.0884
3.022000e+00,0.0876
3.022100e+00,0.0852
3.022200e+00,0.086
3.022300e+00,0.086
3.022400e+00,0.086
3.022500e+00,0.0844
3.022600e+00,0.0852
3.022700e+00,0.0852
3.022800e+00,0.0836
3.022900e+00,0.0852
3.023000e+00,0.0852
3.023100e+00,0.0852
3.023200e+00,0.0828
3.023300e+00,0.0828
3.023400e+00,0.0836
3.023500e+00,0.0828
3.023600e+00,0.0836
3.023700e+00,0.0828
3.023800e+00,0.0828
3.023900e+00,0.0836
3.024000e+00,0.082
3.024100e+00,0.0804
3.024200e+00,0.0836
3.024300e+00,0.0828
3.024400e+00,0.082
3.024500e+00,0.0804
3.024600e+00,0.082
3.024700e+00,0.082
3.024800e+00,0.0804
3.024900e+00,0.0812
3.025000e+00,0.082
3.025100e+00,0.0804
3.025200e+00,0.0812
3.025300e+00,0.0804
3.025400e+00,0.082
3.025500e+00,0.0796
3.025600e+00,0.0812
3.025700e+00,0.0804
3.025800e+00,0.0812
3.025900e+00,0.0812
3.026000e+00,0.082
3.026100e+00,0.082
3.026200e+00,0.0828
3.026300e+00,0.0836
3.026400e+00,0.0828
3.026500e+00,0.0828
3.026600e+00,0.0828
3.026700e+00,0.0844
3.026800e+00,0.0844
3.026900e+00,0.0852
3.027000e+00,0.086
3.027100e+00,0.086
3.027200e+00,0.0884
3.027300e+00,0.0876
3.027400e+00,0.0876
3.027500e+00,0.0884
3.027600e+00,0.0892
3.027700e+00,0.0892
3.027800e+00,0.09
3.027900e+00,0.0908
3.028000e+00,0.0908
3.028100e+00,0.0916
3.028200e+00,0.0916
3.028300e+00,0.0924
3.028400e+00,0.0924
3.028500e+00,0.094
3.028600e+00,0.0948
3.028700e+00,0.0956
3.028800e+00,0.0948
3.028900e+00,0.0956
3.029000e+00,0.0956
3.029100e+00,0.0956
3.029200e+00,0.0964
3.029300e+00,0.0988
3.029400e+00,0.098
3.029500e+00,0.098
3.029600e+00,0.098
3.029700e+00,0.0972
3.029800e+00,0.0996
3.029900e+00,0.0996
3.030000e+00,0.0988
3.030100e+00,0.0988
3.030200e+00,0.0988
3.030300e+00,0.098
3.030400e+00,0.098
3.030500e+00,0.0956
3.030600e+00,0.098
3.030700e+00,0.0964
3.030800e+00,0.098
3.030900e+00,0.098
3.031000e+00,0.0964
3.031100e+00,0.0964
3.031200e+00,0.0964
3.031300e+00,0.094
3.031400e+00,0.0948
3.031500e+00,0.0956
3.031600e+00,0.0932
3.031700e+00,0.0924
3.031800e+00,0.0948
3.031900e+00,0.0924
3.032000e+00,0.0908
3.032100e+00,0.09
3.032200e+00,0.0892
3.032300e+00,0.09
3.032400e+00,0.0892
3.032500e+00,0.0868
3.032600e+00,0.0876
3.032700e+00,0.0868
3.032800e+00,0.0852
3.032900e+00,0.086
3.033000e+00,0.0852
3.033100e+00,0.0836
3.033200e+00,0.0844
3.033300e+00,0.0836
3.033400e+00,0.082
3.033500e+00,0.082
3.033600e+00,0.0796
3.033700e+00,0.0796
3.033800e+00,0.0788
3.033900e+00,0.0772
3.034000e+00,0.0772
3.034100e+00,0.0772
3.034200e+00,0.0756
3.034300e+00,0.0756
3.034400e+00,0.074
3.034500e+00,0.0708
3.034600e+00,0.0708
3.034700e+00,0.0692
3.034800e+00,0.0676
